College,email,Country
Ivanovo State University,ivanovo.ac.ru,Russian Federation
Jewish University in Moscow,jum.ru,Russian Federation
Kazan State University of Technology,kai.ru,Russian Federation
Kalmyk State University,kalmsu.ru,Russian Federation
Kamchatka State University Vitus Bering,kamgu.ru,Russian Federation
Immanuel Kant State University of Russia,kantiana.ru,Russian Federation
Petrozavodsk State University,karelia.ru,Russian Federation
Kazan State Music Conservatory,kazanconservatory.ru,Russian Federation
Kabardino-Balkarian State University,kbsu.ru,Russian Federation
Kemerovo State University,kemsu.ru,Russian Federation
Kazan State University of Medicine,kgmu.kcn.ru,Russian Federation
Kazan State Pedagogical University,kgpu.ru,Russian Federation
Krasnoyarsk State Technical University,kgtu.runnet.ru,Russian Federation
Far Easten State University of Humanities,khspu.ru,Russian Federation
Khabarovsk State University of Technology,khstu.ru,Russian Federation
Vaganova Academy of Russian Ballet,kirovballet.com,Russian Federation
Kurgan International University,kiu.ru,Russian Federation
Kaliningrad State Technical University,klgtu.ru,Russian Federation
Komsomolsk-on-Amur State Technical University,knastu.ru,Russian Federation
Kazan State Academy of Architecture and Civil Engineering,ksaba.ru,Russian Federation
Kazan State Finance and Economics Institute,ksfei.ru,Russian Federation
Kursk State Medical University,ksmu.kursknet.ru,Russian Federation
Kaluga State Pedagogical University,kspu.kaluga.ru,Russian Federation
Karelian State Pedagogical University,kspu.ptz.ru,Russian Federation
Kostroma State Technological University,kstu.edu.ru,Russian Federation
Kursk State Technical University,kstu.kursk.ru,Russian Federation
Kazan State University,ksu.ru,Russian Federation
Kuban State University of Agriculture,kubagro.ru,Russian Federation
Kuban State University of Technology,kubstu.ru,Russian Federation
Kuban State University,kubsu.ru,Russian Federation
Kursk State University,kursk-uni.ru,Russian Federation
Kuzbass State Technical University,kuzstu.ac.ru,Russian Federation
Linguistic University of Nizhny Novgorod,lunn.sci-nnov.ru,Russian Federation
Moscow State Automobile and Road Technical University,madi.ru,Russian Federation
Marij State University,margu.mari.ru,Russian Federation
Marij State Technical University,marstu.mari.ru,Russian Federation
Magnitogorsk State University,masu.ru,Russian Federation
St. Petersburg State Medical Academy,mechnik.spb.ru,Russian Federation
Novosibirsk State Medical Academy,medin.nsc.ru,Russian Federation
Saratov State Medical University,med.sgu.ru,Russian Federation
"Moscow State University of Economics, Statistics and Informatics",mesi.ru,Russian Federation
Skrjabin Moscow State Academy of Veterinary Medicine and Biotechnology,mgavm.ru,Russian Federation
Moscow State Institute of International Relations MFA Russia (MGIMO-University),mgimo.ru,Russian Federation
Russian State Geological Prospecting University,mgri-rggru.ru,Russian Federation
Moscow State University of Civil Engineering,mgsu.norna.ru,Russian Federation
Moscow State University of Forestry Engineering,mgul.ac.ru,Russian Federation
National Research University of Electronic Technology,miet.ru,Russian Federation
Moscow State University of Geodesy and Cartography,miigaik.ru,Russian Federation
Moscow State University of Railway Transport,miit.ru,Russian Federation
Modern Institute of Managament,miom.org,Russian Federation
Moscow Institute of Physics and Technology,phystech.edu,Russian Federation
Moscow Institute of Physics and Technology,mipt.ru,Russian Federation
Moscow International Higher Business School (MIRBIS),mirbis.ru,Russian Federation
"Moscow State Institute of Radiotechnics, Electronics and Automation (Technical University)",mirea.ru,Russian Federation
Moscow State Institute of Steel and Alloys,misis.ru,Russian Federation
"International University of Engineering, Moscow",miu.ru,Russian Federation
I.M. Sechenov Moscow Medical Academy,mma.ru,Russian Federation
Moscow P. I. Tchaikovsky Conservatory,mosconsv.ru,Russian Federation
Moscow Power Engineering Institute (Technical University),mpei.ac.ru,Russian Federation
Mordovian State University,mrsu.ru,Russian Federation
Moscow State Academy of Applied Biotechnology,msaab.ru,Russian Federation
Moscow State Industrial University,msiu.ru,Russian Federation
Moscow State Textile University A.N. Kosygin,msta.ac.ru,Russian Federation
Moscow State Technical University of Civil Aviation,mstuca.ru,Russian Federation
Murmansk State Technical University,mstu.edu.ru,Russian Federation
Moscow State University of Culture,msuc.edu.ru,Russian Federation
Moscow State University of Environmental Engineering,msuee.ru,Russian Federation
Moscow State University of Ecological Engineering,msuie.ru,Russian Federation
Lomonosov Moscow State University,msu.ru,Russian Federation
Moscow Technical University of Informatics and Communication,mtuci.ru,Russian Federation
Mendeleev Russian University of Chemical Technology,muctr.edu.ru,Russian Federation
Modern University for the Humanities,muh.ru,Russian Federation
Nayanova University,nayanova.edu,Russian Federation
Stavropol State Technical University,ncstu.ru,Russian Federation
Siberian State University of Telecommunications and Informatics,neic.nsk.su,Russian Federation
New Economic School,nes.ru,Russian Federation
Nizhny Novgorod State Architectural - Building University,ngasu.sci-nnov.ru,Russian Federation
Nevsky Institute of Language and Culture,nilc.spb.ru,Russian Federation
Nizhny Novgorod State Academy of Medicine,n-nov.mednet.com,Russian Federation
Nizhny Novgorod State Technical University,nntu.sci-nnov.ru,Russian Federation
North Ossetian State University,nosu.ru,Russian Federation
Novgorod State University,novsu.ac.ru,Russian Federation
Novosibirsk State Agricultural University,nsau.edu.ru,Russian Federation
Northern State Medical University,nsmu.ru,Russian Federation
Novosibirsk State Technical University,nstu.ru,Russian Federation
Novosibirsk State University,nsu.ru,Russian Federation
North-West State Technical University,nwpi.ru,Russian Federation
Omsk State Agrarian University,omgau.ru,Russian Federation
Omsk State Technical University,omgtu.ru,Russian Federation
Omsk State Transport University,omgups.ru,Russian Federation
Omsk State Pedagogical University,omsk.edu,Russian Federation
Omsk State Medicical Academy,omsk-osma.ru,Russian Federation
Oriental University,orun.ru,Russian Federation
Orenburg State University,osu.ru,Russian Federation
People' s Friendship University of Russia,pfu.edu.ru,Russian Federation
Pjatigorsk State Linguistic University,pglu.ru,Russian Federation
Penza State University,pnzgu.ru,Russian Federation
Pomorsk State University,pomorsu.ru,Russian Federation
Pomor State University,pomorsu.ru,Russian Federation
Perm State Pharmaceutical Academy,psfa.ru,Russian Federation
Perm State Medical Academy,psma.ru,Russian Federation
Perm State Pedagogical University,pspu.ac.ru,Russian Federation
Perm State Academy of Agriculture,pstu.ac.ru,Russian Federation
Perm State Technical University,pstu.ac.ru,Russian Federation
Perm State University,psu.ru,Russian Federation
Russian Academy of Arts,rah.ru,Russian Federation
Plekhanov Russian Academy of Economics,rea.ru,Russian Federation
Rybinsk State Academy of Aviational Technology,rgata.yaroslavl.ru,Russian Federation
Russian State Hydrometeorological University,rshu.ru,Russian Federation
Rostov State Medical University,rsmu.da.ru,Russian Federation
Russian State Medical University,rsmu.ru,Russian Federation
Russian State University for the Humanities,rsuh.ru,Russian Federation
Rostov State University,rsu.ru,Russian Federation
Moscow State University of Commerce,rsute.ru,Russian Federation
Ufa State Petroleum Technological University,rusoil.net,Russian Federation
Sakhalin State University,sakhgu.sakhalin.ru,Russian Federation
Samara State Academy for Railway Transportation,samiit.ru,Russian Federation
Samara State Medical University,samsmu.ru,Russian Federation
Siberian Academy of Public Services,sapanet.ru,Russian Federation
Saratov State Academy of Law,sgap.ru,Russian Federation
Saratov State Agrarian University,sgau.ru,Russian Federation
Smolensk State Medical Academy,sgma.info,Russian Federation
Saratov State University,sgu.ru,Russian Federation
Smolensk Humanitarian University,shu.smolensk.su,Russian Federation
Siberian State Industrial University,sibsiu.kemerovo.su,Russian Federation
Smolny University,smolny-un.spb.ru,Russian Federation
St. Petersburg State Marine Technical University,smtu.ru,Russian Federation
Academic University,spbau.ru,Russian Federation
St. Petersburg State University of Architecture and Civil Engineering,spbgasu.ru,Russian Federation
St. Petersburg State Agrarian University,spbgau.spb.ru,Russian Federation
St. Petersburg State University of Culture and Arts,spbguki.ru,Russian Federation
St. Petersburg Institute of Arts and Restoration,spbiir.ru,Russian Federation
St. Petersburg State Polytechnical University,spbstu.ru,Russian Federation
St. Petersburg Institute of Sales Management and Economics,spbtei.ru,Russian Federation
St. Petersburg State University,spbu.ru,Russian Federation
St. Petersburg State University of Waterway Communications,spbuwc.ru,Russian Federation
St. Petersburg State Chemical Pharmaceutical Academy,spcpa.ru,Russian Federation
St. Petersburg State Mining Institute (Technical University),spmi.edu.ru,Russian Federation
St. Petersburg StateMechnikov  Medical Academy,spsmma.com,Russian Federation
Samara State Agricultural Academy,ssaa.ru,Russian Federation
Samara State Academy of Architecture and Civil Engineering,ssaba.smr.ru,Russian Federation
Samara State Aerospace University,ssau.ru,Russian Federation
Saratov State Socio-Economic University,ssea.runnet.ru,Russian Federation
Samara State University of Economics,sseu.ru,Russian Federation
Siberian State Medical University,ssmu.ru,Russian Federation
Samara State University of Teacher Training,ssttu.samara.ru,Russian Federation
Saratov State Technical University,sstu-edu.ru,Russian Federation
Samara State Technical University,sstu.samara.ru,Russian Federation
Syktyvkar State University,ssu.komi.com,Russian Federation
Samara State University,ssu.samara.ru,Russian Federation
Moscow State University of Technology (Stankin),stankin.ru,Russian Federation
Stavropol State University,stavsu.ru,Russian Federation
Lipeck State Technical University,stu.lipetsk.ru,Russian Federation
Siberian State Transport University,stu.ru,Russian Federation
St. Petersburg State University of Aerospace Instrumentation,suai.ru,Russian Federation
Surgut State University,surgu.wsnet.ru,Russian Federation
St. Petersburg State University of Technology and Design,sutd.ru,Russian Federation
St. Petersburg State University of Telecommunication,sut.ru,Russian Federation
St. Petersburg State Theatre Arts Academy,tart.spb.ru,Russian Federation
Taganrog State Pedagogical Institute,tgpi.ttn.ru,Russian Federation
Tyumen State Agricultural Academy,tgsha.ru,Russian Federation
Yaroslavl State Theatre Institute,theatrins-yar.ru,Russian Federation
Timirjazev Moscow Academy of Agricultutre,timacad.ru,Russian Federation
Togliatti State University,tltsu.ru,Russian Federation
Moscow University Touro,touro.ru,Russian Federation
Tomsk Polytechnic University,tpu.ru,Russian Federation
Tver State Medical Academy,tsma.ru,Russian Federation
Tyumen State University of Gas and Oil,tsogu.ru,Russian Federation
Tomsk State Pedagogical University,tspu.edu.ru,Russian Federation
Tambov State Technical University,tstu.ru,Russian Federation
Tver State Technical University,tstu.tver.ru,Russian Federation
Tomsk State University of Architecture and Building,tsuab.ru,Russian Federation
Taganrog State University of Radioengineering,tsure.ru,Russian Federation
Tomsk State University,tsu.ru,Russian Federation
Tyumen State University,tsu.tmn.ru,Russian Federation
Tula State University,tsu.tula.ru,Russian Federation
Ryazan State Pedagogical University,ttc.ryazan.ru,Russian Federation
Brjansk State Technical University,tu-bryansk.ru,Russian Federation
Southern Ural State University,tu-chel.ac.ru,Russian Federation
Tomsk State University of Control Systems and Radioelectronics,tusur.ru,Russian Federation
Tuva State University,tuvsu.ru,Russian Federation
Ural Academy of Public Administration,uapa.ru,Russian Federation
St. Petersburg State University of Economics and Finance,uef.ru,Russian Federation
Ufa State Aviation Technical University,ugatu.ac.ru,Russian Federation
Yugra State University,ugrasu.ru,Russian Federation
Ulyanovsk State Agricultural Academy,ugsha.ru,Russian Federation
Ukhta State Technical University,uii.sever.ru,Russian Federation
Ulyanovsk State Pedagogical University,ulspu.ru,Russian Federation
Ulyanovsk State Technical University,ulstu.ru,Russian Federation
Ulyanovsk State University,ulsu.ru,Russian Federation
"Dubna International University for Nature, Society and Man",uni-dubna.ru,Russian Federation
St. Petersburg State Technical University,unilib.neva.ru,Russian Federation
Udmurt State University,uni.udm.ru,Russian Federation
Omsk State University,univer.omsk.su,Russian Federation
Tver State University,university.tversu.ru,Russian Federation
Vologda State Pedagogical University,uni-vologda.ac.ru,Russian Federation
Yaroslavl State University,uniyar.ac.ru,Russian Federation
Nizhny Novgorod State University,unn.ac.ru,Russian Federation
Cheljabinsk University of Agricultural Engineering,urc.ac.ru,Russian Federation
Ural State Academy of Architecture and Arts,usaaa.ru,Russian Federation
Ural State Academy of Railway Transport,usart.ru,Russian Federation
Ural State Conservatory,uscon.ru,Russian Federation
Ural State Forestry Technical Academy,usfea.ru,Russian Federation
Ural State Academy of Law,usla.ru,Russian Federation
Ural State Academy of Mining and Geology,usmga.ru,Russian Federation
Ural State Technical University,ustu.ru,Russian Federation
Ural State University of Economics,usue.ru,Russian Federation
Ural Gorkij State University,usu.ru,Russian Federation
Ulyanovsk Higher School of Civil Aviation,uvauga.ru,Russian Federation
"Russian Customs Academy, Vladivostok Branch",vfrta.ru,Russian Federation
Volgograd State Academy of Physical Education,vgafk.ru,Russian Federation
Volgograd State University of Architecture and Civil Engineering (VolgGASU),vgasa.ru,Russian Federation
Voronezh State Academy of Technology,vgta.vrn.ru,Russian Federation
"NGO Vladikavkaz Institute of Economics, Management, and Law",vieup.ru,Russian Federation
Vladimir State University,vlsu.ru,Russian Federation
Baltic State Technical University,voenmeh.ru,Russian Federation
Volgograd State University,volsu.ru,Russian Federation
Voronezh State Technical University,vorstu.ac.ru,Russian Federation
Voronezh State Agricultural University,vsau.ru,Russian Federation
East-Siberian State Institute of Culture,vsgaki.burnet.ru,Russian Federation
East-Siberian State University,vsgtu.eastsib.ru,Russian Federation
Voronezh State Medical Academy,vsma.info,Russian Federation
Voronezh State Pedagogical University,vspu.ac.ru,Russian Federation
Vyatka State Pedagogical University,vspu.kirov.ru,Russian Federation
Volgograd State Pedagogical University,vspu.ru,Russian Federation
Volgograd State Technical University,vstu.ru,Russian Federation
Voronezh State University,vsu.ru,Russian Federation
